name,supertype,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.13,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Swamp,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.23,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.08,0
Mountain,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.11,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.26,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.13,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.1,0
Forest,Basic Land,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,0,0.08,0
Rienne Angel of Rebirth,Creature,Mythic Rare,5,Gold,Legal,Legal,Legal,Legal,Legal,0,0.51,0
Ajani Inspiring Leader,Planeswalker,Mythic Rare,6,White,Legal,Legal,Legal,Legal,Legal,0,5.65,0
Goldmane Griffin,Creature,Rare,5,White,Legal,Legal,Legal,Legal,Legal,0,0.3,0
Savannah Sage,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.16,0
Twinblade Paladin,Creature,Uncommon,4,White,Legal,Legal,Legal,Legal,Legal,0,4.52,0
Mu Yanling Celestial Wind,Planeswalker,Mythic Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,0,2.05,0
Celestial Messenger,Creature,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,0,0.14,0
Waterkin Shaman,Creature,Uncommon,2,Blue,Legal,Legal,Legal,Legal,Legal,0,0.16,0
Yanling's Harbinger,Creature,Rare,5,Blue,Legal,Legal,Legal,Legal,Legal,0,0.25,0
Sorin Vampire Lord,Planeswalker,Mythic Rare,6,Black,Legal,Legal,Legal,Legal,Legal,0,5.72,0
Savage Gorger,Creature,Common,3,Black,Legal,Legal,Legal,Legal,Legal,0,0.23,0
Sorin's Guide,Creature,Rare,5,Black,Legal,Legal,Legal,Legal,Legal,0,0.35,0
Thirsting Bloodlord,Creature,Uncommon,4,Black,Legal,Legal,Legal,Legal,Legal,0,2.69,0
Chandra Flame's Fury,Planeswalker,Mythic Rare,6,Red,Legal,Legal,Legal,Legal,Legal,0,4.36,0
Chandra's Flame Wave,Sorcery,Rare,5,Red,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Pyroclastic Elemental,Creature,Uncommon,5,Red,Legal,Legal,Legal,Legal,Legal,0,0.2,0
Wildfire Elemental,Creature,Common,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Vivien Nature's Avenger,Planeswalker,Mythic Rare,6,Green,Legal,Legal,Legal,Legal,Legal,0,3.1,0
Ethereal Elk,Creature,Rare,5,Green,Legal,Legal,Legal,Legal,Legal,0,0.26,0
Gnarlback Rhino,Creature,Uncommon,4,Green,Legal,Legal,Legal,Legal,Legal,0,0.4,0
Vivien's Crocodile,Creature,Common,3,Green,Legal,Legal,Legal,Legal,Legal,0,0.1,0
Angelic Guardian,Creature,Rare,6,White,Legal,Legal,Legal,Legal,Legal,0,5.42,0
Bastion Enforcer,Creature,Common,3,White,Legal,Legal,Legal,Legal,Legal,0,0.32,0
Concordia Pegasus,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.18,0
Haazda Officer,Creature,Common,3,White,Legal,Legal,Legal,Legal,Legal,0,0.11,0
Impassioned Orator,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.26,0
Imperial Outrider,Creature,Common,4,White,Legal,Legal,Legal,Legal,Legal,0,1.39,0
Ironclad Krovod,Creature,Common,4,White,Legal,Legal,Legal,Legal,Legal,0,0.68,0
Prowling Caracal,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.11,0
Serra's Guardian,Creature,Rare,6,White,Legal,Legal,Legal,Legal,Legal,0,0.26,0
Show of Valor,Instant,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Siege Mastodon,Creature,Common,5,White,Legal,Legal,Legal,Legal,Legal,0,0.86,0
Take Vengeance,Sorcery,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.57,0
Trusted Pegasus,Creature,Common,3,White,Legal,Legal,Legal,Legal,Legal,0,0.18,0
Coral Merfolk,Creature,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,0,0.85,0
Phantom Warrior,Creature,Common,3,Blue,Legal,Legal,Legal,Legal,Legal,0,2.16,0
Riddlemaster Sphinx,Creature,Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,0,0.22,0
Snapping Drake,Creature,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,0,0.94,0
Bartizan Bats,Creature,Common,4,Black,Legal,Legal,Legal,Legal,Legal,0,0.27,0
Bogstomper,Creature,Common,6,Black,Legal,Legal,Legal,Legal,Legal,0,1.19,0
Dark Remedy,Instant,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.17,0
Disentomb,Sorcery,Common,1,Black,Legal,Legal,Legal,Legal,Legal,0,1.37,0
Gravewaker,Creature,Rare,6,Black,Legal,Legal,Legal,Legal,Legal,0,0.24,0
Skeleton Archer,Creature,Common,4,Black,Legal,Legal,Legal,Legal,Legal,0,0.78,0
Sorin's Thirst,Instant,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.12,0
Vampire Opportunist,Creature,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.11,0
Walking Corpse,Creature,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.27,0
Engulfing Eruption,Sorcery,Common,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.33,0
Fearless Halberdier,Creature,Common,3,Red,Legal,Legal,Legal,Legal,Legal,0,0.12,0
Goblin Assailant,Creature,Common,2,Red,Legal,Legal,Legal,Legal,Legal,0,0.12,0
Hostile Minotaur,Creature,Common,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.59,0
Immortal Phoenix,Creature,Rare,6,Red,Legal,Legal,Legal,Legal,Legal,0,1.22,0
Nimble Birdsticker,Creature,Common,3,Red,Legal,Legal,Legal,Legal,Legal,0,1.26,0
Rubblebelt Recluse,Creature,Common,5,Red,Legal,Legal,Legal,Legal,Legal,0,1.21,0
Shivan Dragon,Creature,Rare,6,Red,Legal,Legal,Legal,Legal,Legal,0,0.2,0
Volcanic Dragon,Creature,Uncommon,6,Red,Legal,Legal,Legal,Legal,Legal,0,2.4,0
Aggressive Mammoth,Creature,Rare,6,Green,Legal,Legal,Legal,Legal,Legal,0,0.34,0
Bristling Boar,Creature,Common,4,Green,Legal,Legal,Legal,Legal,Legal,0,1.35,0
Canopy Spider,Creature,Common,2,Green,Legal,Legal,Legal,Legal,Legal,0,0.6,0
Frilled Sandwalla,Creature,Common,1,Green,Legal,Legal,Legal,Legal,Legal,0,1.47,0
Oakenform,Enchantment,Common,3,Green,Legal,Legal,Legal,Legal,Legal,0,1.29,0
Prized Unicorn,Creature,Common,4,Green,Legal,Legal,Legal,Legal,Legal,0,1.36,0
Titanic Growth,Instant,Common,2,Green,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Woodland Mystic,Creature,Common,2,Green,Legal,Legal,Legal,Legal,Legal,0,3.04,0
Aegis of the Heavens,Instant,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Aethershield Artificer,Creature,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Ajani Adversary of Tyrants,Planeswalker,Mythic Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,4.05,0
Ajani's Last Stand,Enchantment,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Ajani's Pridemate,Creature,Uncommon,2,White,Legal,Legal,Legal,Legal,Legal,0,0.17,0
Ajani's Welcome,Enchantment,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,1.5,0
Angel of the Dawn,Creature,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Cavalry Drillmaster,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Cleansing Nova,Sorcery,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,0,1.85,0
Daybreak Chaplain,Creature,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Dwarven Priest,Creature,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Gallant Cavalry,Creature,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Herald of Faith,Creature,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Hieromancer's Cage,Enchantment,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.13,0
Inspired Charge,Instant,Common,4,White,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Invoke the Divine,Instant,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Isolate,Instant,Rare,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Knight of the Tusk,Creature,Common,6,White,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Knight's Pledge,Enchantment,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Knightly Valor,Enchantment,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Lena Selfless Champion,Creature,Rare,6,White,Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Leonin Vanguard,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Leonin Warleader,Creature,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,2.11,0
Loxodon Line Breaker,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Luminous Bonds,Enchantment,Common,3,White,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Make a Stand,Instant,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.21,0
Mentor of the Meek,Creature,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.74,0
Mighty Leap,Instant,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Militia Bugler,Creature,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Novice Knight,Creature,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Oreskos Swiftclaw,Creature,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Pegasus Courser,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Remorseful Cleric,Creature,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.75,0
Resplendent Angel,Creature,Mythic Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,0,12.83,0
Revitalize,Instant,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Rustwing Falcon,Creature,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Shield Mare,Creature,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Star-Crowned Stag,Creature,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.01,0
Suncleanser,Creature,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Take Vengeance,Sorcery,Common,2,White,Legal,Legal,Legal,Legal,Legal,0,0.07,0
Trusty Packbeast,Creature,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Valiant Knight,Creature,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,0,0.35,0
Aether Tunnel,Enchantment,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Anticipate,Instant,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Aven Wind Mage,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Aviation Pioneer,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Bone to Ash,Instant,Uncommon,4,Blue,Legal,Legal,Legal,Legal,Legal,0,0.06,0
Cancel,Instant,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Departed Deckhand,Creature,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Disperse,Instant,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Divination,Sorcery,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Djinn of Wishes,Creature,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Dwindle,Enchantment,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Essence Scatter,Instant,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,0,0.1,0
Exclusion Mage,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Frilled Sea Serpent,Creature,Common,6,Blue,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Gearsmith Prodigy,Creature,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Ghostform,Sorcery,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Horizon Scholar,Creature,Uncommon,6,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Metamorphic Alteration,Enchantment,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Mirror Image,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Mistcaller,Creature,Rare,1,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Mystic Archaeologist,Creature,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Omenspeaker,Creature,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Omniscience,Enchantment,Mythic Rare,10,Blue,Legal,Not Legal,Legal,Legal,Legal,0,17.38,0
One with the Machine,Sorcery,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Patient Rebuilding,Enchantment,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Psychic Corrosion,Enchantment,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,1.33,0
Sai Master Thopterist,Creature,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,3.32,0
Salvager of Secrets,Creature,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Scholar of Stars,Creature,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Sift,Sorcery,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Skilled Animator,Creature,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.35,0
Sleep,Sorcery,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Snapping Drake,Creature,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Supreme Phantom,Creature,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,1.71,0
Surge Mare,Creature,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Switcheroo,Sorcery,Uncommon,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Tezzeret Artifice Master,Planeswalker,Mythic Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,0,6.42,0
Tolarian Scholar,Creature,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Totally Lost,Instant,Common,5,Blue,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Uncomfortable Chill,Instant,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Wall of Mist,Creature,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,0,0.07,0
Windreader Sphinx,Creature,Rare,7,Blue,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Abnormal Endurance,Instant,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Blood Divination,Sorcery,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Bogstomper,Creature,Common,6,Black,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Bone Dragon,Creature,Mythic Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.57,0
Child of Night,Creature,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.06,0
Death Baron,Creature,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,3.11,0
Demon of Catastrophes,Creature,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.38,0
Diregraf Ghoul,Creature,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.15,0
Doomed Dissenter,Creature,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Duress,Sorcery,Common,1,Black,Legal,Legal,Legal,Legal,Legal,0,0.08,0
Epicure of Blood,Creature,Common,5,Black,Legal,Legal,Legal,Legal,Legal,0,0.09,0
Fell Specter,Creature,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Fraying Omnipotence,Sorcery,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.25,0
Gravedigger,Creature,Uncommon,4,Black,Legal,Legal,Legal,Legal,Legal,0,0.05,0
Graveyard Marshal,Creature,Rare,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.44,0
Hired Blade,Creature,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Infectious Horror,Creature,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Infernal Reckoning,Instant,Rare,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.35,0
Infernal Scarring,Enchantment,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Isareth the Awakener,Creature,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.34,0
Lich's Caress,Sorcery,Common,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Liliana Untouched by Death,Planeswalker,Mythic Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,4.11,0
Liliana's Contract,Enchantment,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.52,0
Macabre Waltz,Sorcery,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Mind Rot,Sorcery,Common,3,Black,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Murder,Instant,Uncommon,3,Black,Legal,Legal,Legal,Legal,Legal,0,0.13,0
Nightmare's Thirst,Instant,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Open the Graves,Enchantment,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,1.87,0
Phylactery Lich,Creature,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Plague Mare,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Ravenous Harpy,Creature,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Reassembling Skeleton,Creature,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.23,0
Rise from the Grave,Sorcery,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.12,0
Skeleton Archer,Creature,Common,4,Black,Legal,Legal,Legal,Legal,Legal,0,0.05,0
Skymarch Bloodletter,Creature,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Sovereign's Bite,Sorcery,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Stitcher's Supplier,Creature,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,3.21,0
Strangling Spores,Instant,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Two-Headed Zombie,Creature,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Vampire Neonate,Creature,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Vampire Sovereign,Creature,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Walking Corpse,Creature,Common,2,Black,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Act of Treason,Sorcery,Common,3,Red,Legal,Legal,Legal,Legal,Legal,0,0.04,0
Alpine Moon,Enchantment,Rare,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.69,0
Apex of Power,Sorcery,Mythic Rare,10,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.58,0
Banefire,Sorcery,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.6,0
Boggart Brute,Creature,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Catalyst Elemental,Creature,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Crash Through,Sorcery,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.19,0
Dark-Dweller Oracle,Creature,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.3,0
Demanding Dragon,Creature,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.54,0
Dismissive Pyromancer,Creature,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.27,0
Doublecast,Sorcery,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.29,0
Dragon Egg,Creature,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Electrify,Instant,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Fiery Finish,Sorcery,Uncommon,6,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Fire Elemental,Creature,Common,5,Red,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Goblin Instigator,Creature,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.26,0
Goblin Motivator,Creature,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.11,0
Goblin Trashmaster,Creature,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.9,0
Guttersnipe,Creature,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Havoc Devils,Creature,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Hostile Minotaur,Creature,Common,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Inferno Hellion,Creature,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Lathliss Dragon Queen,Creature,Rare,6,Red,Legal,Not Legal,Legal,Legal,Legal,0,2.43,0
Lava Axe,Sorcery,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Lightning Mare,Creature,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Lightning Strike,Instant,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Onakke Ogre,Creature,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.04,0
Sarkhan Fireblood,Planeswalker,Mythic Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,7.28,0
Sarkhan's Unsealing,Enchantment,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.63,0
Shock,Instant,Common,1,Red,Legal,Legal,Legal,Legal,Legal,0,0.14,0
Siegebreaker Giant,Creature,Uncommon,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Smelt,Instant,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Sparktongue Dragon,Creature,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.05,0
Spit Flame,Instant,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.37,0
Sure Strike,Instant,Common,2,Red,Legal,Legal,Legal,Legal,Legal,0,0.04,0
Tectonic Rift,Sorcery,Uncommon,4,Red,Legal,Legal,Legal,Legal,Legal,0,0.06,0
Thud,Sorcery,Uncommon,1,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.28,0
Tormenting Voice,Sorcery,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Trumpet Blast,Instant,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Viashino Pyromancer,Creature,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Volcanic Dragon,Creature,Uncommon,6,Red,Legal,Legal,Legal,Legal,Legal,0,0.1,0
Volley Veteran,Creature,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,0,0.14,0
Blanchwood Armor,Enchantment,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.18,0
Bristling Boar,Creature,Common,4,Green,Legal,Legal,Legal,Legal,Legal,0,0.02,0
Centaur Courser,Creature,Common,3,Green,Legal,Legal,Legal,Legal,Legal,0,0.03,0
Colossal Dreadmaw,Creature,Common,6,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Colossal Majesty,Enchantment,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.33,0
Daggerback Basilisk,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.02,0
Declare Dominance,Sorcery,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.06,0
Druid of Horns,Creature,Uncommon,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.09,0
Druid of the Cowl,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.07,0
Dryad Greenseeker,Creature,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.2,0
Elvish Clancaller,Creature,Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.19,0
Elvish Rejuvenator,Creature,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.17,0
Ghastbark Twins,Creature,Uncommon,7,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.08,0
Ghirapur Guide,Creature,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Giant Spider,Creature,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Gift of Paradise,Enchantment,Uncommon,3,Green,Legal,Legal,Legal,Legal,Legal,0,0.13,0
Gigantosaurus,Creature,Rare,5,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.55,0
Goreclaw Terror of Qal Sisma,Creature,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,0,5.29,0
Greenwood Sentinel,Creature,Common,2,Green,Legal,Legal,Legal,Legal,Legal,0,0.06,0
Highland Game,Creature,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.03,0
Hungering Hydra,Creature,Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,1.24,0
Naturalize,Instant,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.1,0
Oakenform,Enchantment,Common,3,Green,Legal,Legal,Legal,Legal,Legal,0,0.05,0
Pelakka Wurm,Creature,Rare,7,Green,Legal,Not Legal,Legal,Legal,Legal,0,0.16,0
Plummet,Instant,Common,2,Green,Legal,Legal,Legal,Legal,Legal,0,0.02,0
