names,supertypes,subtypes,set,rarity,cmc,color,modern legality,standard legality,commander legality,reprint,artist,price
Mystic Forge,Artifact,None,Core Set 2020,Rare,4,Colorless,True,True,True,True,b'Titus Lunter',3.0
Pattern Matcher,Artifact Creature,Golem,Core Set 2020,Uncommon,4,Colorless,True,True,True,True,b'Jesper Ejsing',0.09
Prismite,Artifact Creature,Golem,Core Set 2020,Common,2,Colorless,True,True,True,True,b'Alayna Danner',0.03
Retributive Wand,Artifact,None,Core Set 2020,Uncommon,3,Colorless,True,True,True,True,b'Zezhou Chen',0.1
Salvager of Ruin,Artifact Creature,Construct,Core Set 2020,Uncommon,3,Colorless,True,True,True,True,b'James Paick',0.11
Scuttlemutt,Artifact Creature,Scarecrow,Core Set 2020,Uncommon,3,Colorless,True,True,True,True,b'Jeremy Jarvis',0.12
Steel Overseer,Artifact Creature,Construct,Core Set 2020,Rare,2,Colorless,True,True,True,True,b'Chris Rahn',1.96
Stone Golem,Artifact Creature,Golem,Core Set 2020,Common,5,Colorless,True,True,True,True,b'Martina Pilcerova',0.02
Vial of Dragonfire,Artifact,None,Core Set 2020,Common,2,Colorless,True,True,True,True,b'Franz Vohwinkel',0.05
Bloodfell Caves,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Adam Paquette',0.11
Blossoming Sands,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Sam Burley',0.1
Cryptic Caves,Land,None,Core Set 2020,Uncommon,0,Colorless,True,True,True,True,b'Sung Choi',0.17
Dismal Backwater,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Sam Burley',0.14
Evolving Wilds,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Steven Belledin',0.14
Field of the Dead,Land,None,Core Set 2020,Rare,0,Colorless,True,False,True,True,b'Kev Walker',6.14
Jungle Hollow,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.12
Lotus Field,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'John Avon',5.4
Rugged Highlands,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.11
Scoured Barrens,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.12
Swiftwater Cliffs,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.11
Temple of Epiphany,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'Adam Paquette',1.2
Temple of Malady,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'Titus Lunter',0.65
Temple of Mystery,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'Piotr Dura',0.81
Temple of Silence,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'Adam Paquette',1.3
Temple of Triumph,Land,None,Core Set 2020,Rare,0,Colorless,True,True,True,True,b'Piotr Dura',0.72
Thornwood Falls,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.11
Tranquil Cove,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'John Avon',0.11
Wind-Scarred Crag,Land,None,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Eytan Zana',0.09
Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,True,True,True,True,b'John Avon',0.14
Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Zoltan Boros',0.06
Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Nils Hamm',0.07
Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Andreas Rocha',0.07
Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,True,True,True,True,b'John Avon',0.26
Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Babyson Chen',0.08
Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Cliff Childs',0.1
Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Andreas Rocha',0.09
Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Mike Bierek',0.33
Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Cliff Childs',0.1
Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Jonas De Ro',0.09
Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Jonas De Ro',0.09
Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Sam Burley',0.22
Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Karl Kopinski',0.09
Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Adam Paquette',0.07
Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Andreas Rocha',0.09
Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Volkan Ba\xc7\xb5a',0.25
Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Steven Belledin',0.08
Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Jim Nelson',0.08
Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,True,True,True,True,b'Adam Paquette',0.07
"Rienne, Angel of Rebirth",Legendary Creature,Angel,Core Set 2020,Mythic Rare,5,Gold,True,True,True,True,b'Kieran Yanner',0.7
"Ajani, Inspiring Leader",Legendary Planeswalker,Ajani,Core Set 2020,Mythic Rare,6,White,True,True,True,False,b'Yongjae Choi',4.62
Goldmane Griffin,Creature,Griffin,Core Set 2020,Rare,5,White,True,True,True,False,b'Paul Scott Canavan',0.33
Savannah Sage,Creature,Cat Cleric,Core Set 2020,Common,2,White,True,True,True,False,b'Bayard Wu',0.16
Twinblade Paladin,Creature,Human Knight,Core Set 2020,Uncommon,4,White,True,True,True,False,b'Jana Schirmer',3.81
"Mu Yanling, Celestial Wind",Legendary Planeswalker,Yanling,Core Set 2020,Mythic Rare,6,Blue,True,True,True,False,b'Yongjae Choi',1.89
Celestial Messenger,Creature,Bird Spirit,Core Set 2020,Common,4,Blue,True,True,True,False,b'Daniel Ljunggren',0.18
Waterkin Shaman,Creature,Elemental Shaman,Core Set 2020,Uncommon,2,Blue,True,True,True,False,b'Yeong-Hao Han',0.14
Yanling's Harbinger,Creature,Bird,Core Set 2020,Rare,5,Blue,True,True,True,False,b'Zezhou Chen',0.23
"Sorin, Vampire Lord",Legendary Planeswalker,Sorin,Core Set 2020,Mythic Rare,6,Black,True,True,True,False,b'Chris Rallis',4.37
Savage Gorger,Creature,Vampire,Core Set 2020,Common,3,Black,True,True,True,False,b'Antonio Jos\xc3\xa9 Manzanedo',0.23
Sorin's Guide,Creature,Vampire,Core Set 2020,Rare,5,Black,True,True,True,False,b'Jason Rainville',0.32
Thirsting Bloodlord,Creature,Vampire,Core Set 2020,Uncommon,4,Black,True,True,True,False,b'Joseph Meehan',2.44
"Chandra, Flame's Fury",Legendary Planeswalker,Chandra,Core Set 2020,Mythic Rare,6,Red,True,True,True,False,b'Magali Villeneuve',4.73
Chandra's Flame Wave,Sorcery,None,Core Set 2020,Rare,5,Red,True,True,True,False,b'Paul Scott Canavan',0.34
Pyroclastic Elemental,Creature,Elemental,Core Set 2020,Uncommon,5,Red,True,True,True,False,b'Svetlin Velinov',0.17
Wildfire Elemental,Creature,Elemental,Core Set 2020,Common,4,Red,True,True,True,False,b'Svetlin Velinov',0.23
"Vivien, Nature's Avenger",Legendary Planeswalker,Vivien,Core Set 2020,Mythic Rare,6,Green,True,True,True,False,b'Chris Rallis',3.11
Ethereal Elk,Creature,Elk Spirit,Core Set 2020,Rare,5,Green,True,True,True,False,b'Jason Felix',0.26
Gnarlback Rhino,Creature,Rhino,Core Set 2020,Uncommon,4,Green,True,True,True,False,b'YW Tang',0.41
Vivien's Crocodile,Creature,Crocodile Spirit,Core Set 2020,Common,3,Green,True,True,True,False,b'Bayard Wu',0.11
Angelic Guardian,Creature,Angel,Core Set 2020,Rare,6,White,True,True,True,True,b'Sara Winters',4.9
Bastion Enforcer,Creature,Dwarf Soldier,Core Set 2020,Common,3,White,True,True,True,True,b'Matt Stewart',0.29
Concordia Pegasus,Creature,Pegasus,Core Set 2020,Common,2,White,True,True,True,True,b'Chris Rahn',0.18
Haazda Officer,Creature,Human Soldier,Core Set 2020,Common,3,White,True,True,True,True,b'Aaron Miller',0.1
Impassioned Orator,Creature,Human Cleric,Core Set 2020,Common,2,White,True,True,True,True,b'Mark Zug',0.21
Imperial Outrider,Creature,Human Knight,Core Set 2020,Common,4,White,True,True,True,False,b'Scott Murphy',1.53
Ironclad Krovod,Creature,Beast,Core Set 2020,Common,4,White,True,True,True,True,b'Sam Rowan',0.9
Prowling Caracal,Creature,Cat,Core Set 2020,Common,2,White,True,True,True,True,b'Jonathan Kuo',0.11
Serra's Guardian,Creature,Angel,Core Set 2020,Rare,6,White,True,True,True,True,b'Magali Villeneuve',0.29
Show of Valor,Instant,None,Core Set 2020,Common,2,White,True,True,True,True,b'Micah Epstein',0.31
Siege Mastodon,Creature,Elephant,Core Set 2020,Common,5,White,True,True,True,True,b'Matt Cavotta',1.28
Take Vengeance,Sorcery,None,Core Set 2020,Common,2,White,True,True,True,True,b'Randy Vargas',0.56
Trusted Pegasus,Creature,Pegasus,Core Set 2020,Common,3,White,True,True,True,True,b'Chris Rahn',0.18
Coral Merfolk,Creature,Merfolk,Core Set 2020,Common,2,Blue,True,True,True,True,b'Lie Setiawan',0.97
Phantom Warrior,Creature,Illusion Warrior,Core Set 2020,Common,3,Blue,True,True,True,True,b'Anna Podedworna',2.4
Riddlemaster Sphinx,Creature,Sphinx,Core Set 2020,Rare,6,Blue,True,True,True,True,b'Ryan Yee',0.18
Snapping Drake,Creature,Drake,Core Set 2020,Common,4,Blue,True,True,True,True,b'Todd Lockwood',0.83
Bartizan Bats,Creature,Bat,Core Set 2020,Common,4,Black,True,True,True,True,b'Nils Hamm',0.24
Bogstomper,Creature,Beast,Core Set 2020,Common,6,Black,True,True,True,True,b'Jason Felix',1.67
Dark Remedy,Instant,None,Core Set 2020,Common,2,Black,True,True,True,False,b'Svetlin Velinov',0.18
Disentomb,Sorcery,None,Core Set 2020,Common,1,Black,True,True,True,True,b'Johann Bodin',1.46
Gravewaker,Creature,Bird Spirit,Core Set 2020,Rare,6,Black,True,True,True,True,b'Daniel Ljunggren',0.18
Skeleton Archer,Creature,Skeleton Archer,Core Set 2020,Common,4,Black,True,True,True,True,b'Randy Vargas',0.78
Sorin's Thirst,Instant,None,Core Set 2020,Common,2,Black,True,True,True,True,b'Karl Kopinski',0.12
Vampire Opportunist,Creature,Vampire,Core Set 2020,Common,2,Black,True,True,True,True,b'Jason Rainville',0.1
Walking Corpse,Creature,Zombie,Core Set 2020,Common,2,Black,True,True,True,True,b'Igor Kieryluk',0.26
Engulfing Eruption,Sorcery,None,Core Set 2020,Common,4,Red,True,True,True,False,b'Sidharth Chaturvedi',0.32
Fearless Halberdier,Creature,Human Warrior,Core Set 2020,Common,3,Red,True,True,True,True,b'Suzanne Helmigh',0.1
Goblin Assailant,Creature,Goblin Warrior,Core Set 2020,Common,2,Red,True,True,True,True,b'Jesper Ejsing',0.1
Hostile Minotaur,Creature,Minotaur,Core Set 2020,Common,4,Red,True,True,True,True,b'Joe Slucher',0.57
Immortal Phoenix,Creature,Phoenix,Core Set 2020,Rare,6,Red,True,True,True,True,b'Daarken',1.37
Nimble Birdsticker,Creature,Goblin,Core Set 2020,Common,3,Red,True,True,True,False,b'Anna Podedworna',1.23
Rubblebelt Recluse,Creature,Ogre Berserker,Core Set 2020,Common,5,Red,True,True,True,True,b'Zoltan Boros',1.53
Shivan Dragon,Creature,Dragon,Core Set 2020,Rare,6,Red,True,True,True,True,b'Donato Giancola',0.19
Volcanic Dragon,Creature,Dragon,Core Set 2020,Uncommon,6,Red,True,True,True,True,b'Chris Rahn',2.71
Aggressive Mammoth,Creature,Elephant,Core Set 2020,Rare,6,Green,True,True,True,True,b'Filip Burburan',0.31
Bristling Boar,Creature,Boar,Core Set 2020,Common,4,Green,True,True,True,True,b'Svetlin Velinov',2.22
Canopy Spider,Creature,Spider,Core Set 2020,Common,2,Green,True,True,True,True,b'Christopher Rush',0.66
Frilled Sandwalla,Creature,Lizard,Core Set 2020,Common,1,Green,True,True,True,True,b'Zezhou Chen',1.32
Oakenform,Enchantment,Aura,Core Set 2020,Common,3,Green,True,True,True,True,b'Wayne Reynolds',1.31
Prized Unicorn,Creature,Unicorn,Core Set 2020,Common,4,Green,True,True,True,True,b'Rudy Siswanto',1.53
Titanic Growth,Instant,None,Core Set 2020,Common,2,Green,True,True,True,True,b'Ryan Pancoast',0.08
Woodland Mystic,Creature,Elf Druid,Core Set 2020,Common,2,Green,True,True,True,False,b'Uriah Voth',2.92
Aegis of the Heavens,Instant,None,Core Set 2019,Uncommon,2,White,True,False,True,True,b'Anthony Palumbo',0.11
Aethershield Artificer,Creature,Dwarf Artificer,Core Set 2019,Uncommon,4,White,True,False,True,True,b'Izzy',0.09
"Ajani, Adversary of Tyrants",Legendary Planeswalker,Ajani,Core Set 2019,Mythic Rare,4,White,True,False,True,True,b'Victor Adame Minguez',2.76
Ajani's Last Stand,Enchantment,None,Core Set 2019,Rare,4,White,True,False,True,True,b'Slawomir Maniak',0.11
Ajani's Pridemate,Creature,Cat Soldier,Core Set 2019,Uncommon,2,White,True,True,True,True,b'Svetlin Velinov',0.17
Ajani's Welcome,Enchantment,None,Core Set 2019,Uncommon,1,White,True,False,True,True,b'Eric Deschamps',1.06
Angel of the Dawn,Creature,Angel,Core Set 2019,Common,5,White,True,False,True,True,b'Livia Prima',0.13
Cavalry Drillmaster,Creature,Human Knight,Core Set 2019,Common,2,White,True,False,True,True,b'Slawomir Maniak',0.02
Cleansing Nova,Sorcery,None,Core Set 2019,Rare,5,White,True,False,True,True,b'Noah Bradley',1.98
Daybreak Chaplain,Creature,Human Cleric,Core Set 2019,Common,2,White,True,True,True,True,b'Volkan Ba\xc7\xb5a',0.02
Dwarven Priest,Creature,Dwarf Cleric,Core Set 2019,Common,4,White,True,False,True,True,b'Even Amundsen',0.05
Gallant Cavalry,Creature,Human Knight,Core Set 2019,Common,4,White,True,False,True,True,b'Craig J Spearing',0.08
Herald of Faith,Creature,Angel,Core Set 2019,Uncommon,5,White,True,False,True,True,b'Tommy Arnold',0.06
Hieromancer's Cage,Enchantment,None,Core Set 2019,Uncommon,4,White,True,False,True,True,b'Jason Rainville',0.06
Inspired Charge,Instant,None,Core Set 2019,Common,4,White,True,True,True,True,b'Wayne Reynolds',0.02
Invoke the Divine,Instant,None,Core Set 2019,Common,3,White,True,False,True,True,b'Magali Villeneuve',0.07
Isolate,Instant,None,Core Set 2019,Rare,1,White,True,False,True,True,b'Victor Adame Minguez',0.29
Knight of the Tusk,Creature,Human Knight,Core Set 2019,Common,6,White,True,False,True,True,b'Jesper Ejsing',0.03
Knight's Pledge,Enchantment,Aura,Core Set 2019,Common,2,White,True,False,True,True,b'Magali Villeneuve',0.07
Knightly Valor,Enchantment,Aura,Core Set 2019,Uncommon,5,White,True,False,True,True,b'Matt Stewart',0.07
"Lena, Selfless Champion",Legendary Creature,Human Knight,Core Set 2019,Rare,6,White,True,False,True,True,b'Lucas Graciano',0.25
Leonin Vanguard,Creature,Cat Soldier,Core Set 2019,Uncommon,1,White,True,False,True,True,b'Aaron Miller',0.2
Leonin Warleader,Creature,Cat Soldier,Core Set 2019,Rare,4,White,True,False,True,True,b'Jakub Kasper',1.33
Loxodon Line Breaker,Creature,Elephant Soldier,Core Set 2019,Common,3,White,True,False,True,True,b'Jesper Ejsing',0.03
Luminous Bonds,Enchantment,Aura,Core Set 2019,Common,3,White,True,True,True,True,b'Steve Argyle',0.02
Make a Stand,Instant,None,Core Set 2019,Uncommon,3,White,True,False,True,True,b'Magali Villeneuve',0.22
Mentor of the Meek,Creature,Human Soldier,Core Set 2019,Rare,3,White,True,False,True,True,b'Jana Schirmer',0.6
Mighty Leap,Instant,None,Core Set 2019,Common,2,White,True,False,True,True,b'Sidharth Chaturvedi',0.01
Militia Bugler,Creature,Human Soldier,Core Set 2019,Uncommon,3,White,True,False,True,True,b'David Gaillet',0.18
Novice Knight,Creature,Human Knight,Core Set 2019,Uncommon,1,White,True,False,True,True,b'Yongjae Choi',0.15
Oreskos Swiftclaw,Creature,Cat Warrior,Core Set 2019,Common,2,White,True,False,True,True,b'James Ryman',0.04
Pegasus Courser,Creature,Pegasus,Core Set 2019,Common,3,White,True,False,True,True,b'Mathias Kollros',0.03
Remorseful Cleric,Creature,Spirit Cleric,Core Set 2019,Rare,2,White,True,False,True,True,b'Grzegorz Rutkowski',0.64
Resplendent Angel,Creature,Angel,Core Set 2019,Mythic Rare,3,White,True,False,True,True,b'Volkan Ba\xc7\xb5a',8.91
Revitalize,Instant,None,Core Set 2019,Common,2,White,True,False,True,True,b'Matt Stewart',0.11
Rustwing Falcon,Creature,Bird,Core Set 2019,Common,1,White,True,False,True,True,b'Paul Scott Canavan',0.08
Shield Mare,Creature,Horse,Core Set 2019,Uncommon,3,White,True,False,True,True,b'Lucas Graciano',0.08
Star-Crowned Stag,Creature,Elk,Core Set 2019,Common,4,White,True,False,True,True,b'Jonathan Kuo',0.02
Suncleanser,Creature,Human Cleric,Core Set 2019,Rare,2,White,True,False,True,True,b'Mark Zug',0.44
Take Vengeance,Sorcery,None,Core Set 2019,Common,2,White,True,True,True,True,b'Randy Vargas',0.06
Trusty Packbeast,Creature,Beast,Core Set 2019,Common,3,White,True,False,True,True,b'John Stanko',0.05
Valiant Knight,Creature,Human Knight,Core Set 2019,Rare,4,White,True,False,True,True,b'Jakub Kasper',0.44
Aether Tunnel,Enchantment,Aura,Core Set 2019,Uncommon,2,Blue,True,False,True,True,b'Lucas Graciano',0.2
Anticipate,Instant,None,Core Set 2019,Common,2,Blue,True,True,True,True,b'Tyler Jacobson',0.08
Aven Wind Mage,Creature,Bird Wizard,Core Set 2019,Common,3,Blue,True,False,True,True,b'Lius Lasahido',0.02
Aviation Pioneer,Creature,Human Artificer,Core Set 2019,Common,3,Blue,True,False,True,True,b'Lake Hurwitz',0.06
Bone to Ash,Instant,None,Core Set 2019,Uncommon,4,Blue,True,True,True,True,b'Clint Cearley',0.04
Cancel,Instant,None,Core Set 2019,Common,3,Blue,True,False,True,True,b'Mathias Kollros',0.11
Departed Deckhand,Creature,Spirit Pirate,Core Set 2019,Uncommon,2,Blue,True,False,True,True,b'Zoltan Boros',0.1
Disperse,Instant,None,Core Set 2019,Common,2,Blue,True,False,True,True,b'Ryan Yee',0.04
Divination,Sorcery,None,Core Set 2019,Common,3,Blue,True,False,True,True,b'Willian Murai',0.05
Djinn of Wishes,Creature,Djinn,Core Set 2019,Rare,5,Blue,True,False,True,True,b'Kev Walker',0.12
Dwindle,Enchantment,Aura,Core Set 2019,Common,3,Blue,True,False,True,True,b'Ryan Pancoast',0.03
Essence Scatter,Instant,None,Core Set 2019,Common,2,Blue,True,True,True,True,b'Josh Hass',0.07
Exclusion Mage,Creature,Human Wizard,Core Set 2019,Uncommon,3,Blue,True,False,True,True,b'Chris Seaman',0.25
Frilled Sea Serpent,Creature,Serpent,Core Set 2019,Common,6,Blue,True,True,True,True,b'Steven Belledin',0.02
Gearsmith Prodigy,Creature,Human Artificer,Core Set 2019,Common,1,Blue,True,False,True,True,b'Deruchenko Alexander',0.03
Ghostform,Sorcery,None,Core Set 2019,Common,2,Blue,True,False,True,True,b'Scott Chou',0.03
Horizon Scholar,Creature,Sphinx,Core Set 2019,Uncommon,6,Blue,True,False,True,True,b'Karl Kopinski',0.03
Metamorphic Alteration,Enchantment,Aura,Core Set 2019,Rare,2,Blue,True,False,True,True,b'Livia Prima',0.21
Mirror Image,Creature,Shapeshifter,Core Set 2019,Uncommon,3,Blue,True,False,True,True,b'Randy Vargas',0.3
Mistcaller,Creature,Merfolk Wizard,Core Set 2019,Rare,1,Blue,True,False,True,True,b'Ryan Yee',0.31
Mystic Archaeologist,Creature,Human Wizard,Core Set 2019,Rare,2,Blue,True,False,True,True,b'Eric Deschamps',0.13
Omenspeaker,Creature,Human Wizard,Core Set 2019,Common,2,Blue,True,False,True,True,b'Dallas Williams',0.03
Omniscience,Enchantment,None,Core Set 2019,Mythic Rare,10,Blue,True,False,True,True,b'Jason Chan',11.12
One with the Machine,Sorcery,None,Core Set 2019,Rare,4,Blue,True,False,True,True,b'Chase Stone',0.26
Patient Rebuilding,Enchantment,None,Core Set 2019,Rare,5,Blue,True,False,True,True,b'Magali Villeneuve',0.51
Psychic Corrosion,Enchantment,None,Core Set 2019,Uncommon,3,Blue,True,False,True,True,b'Bastien L. Deharme',0.79
"Sai, Master Thopterist",Legendary Creature,Human Artificer,Core Set 2019,Rare,3,Blue,True,False,True,True,b'Adam Paquette',3.09
Salvager of Secrets,Creature,Merfolk Wizard,Core Set 2019,Common,5,Blue,True,False,True,True,b'Lars Grant-West',0.13
Scholar of Stars,Creature,Human Artificer,Core Set 2019,Common,4,Blue,True,False,True,True,b'Tommy Arnold',0.01
Sift,Sorcery,None,Core Set 2019,Uncommon,4,Blue,True,False,True,True,b'Jeremy Jarvis',0.05
Skilled Animator,Creature,Human Artificer,Core Set 2019,Uncommon,3,Blue,True,False,True,True,b'Jason A. Engle',0.36
Sleep,Sorcery,None,Core Set 2019,Uncommon,4,Blue,True,False,True,True,b'Chris Rahn',0.16
Snapping Drake,Creature,Drake,Core Set 2019,Common,4,Blue,True,True,True,True,b'Todd Lockwood',0.03
Supreme Phantom,Creature,Spirit,Core Set 2019,Rare,2,Blue,True,False,True,True,b'Robbie Trevino',1.06
Surge Mare,Creature,Horse Fish,Core Set 2019,Uncommon,2,Blue,True,False,True,True,b'Sam Rowan',0.11
Switcheroo,Sorcery,None,Core Set 2019,Uncommon,5,Blue,True,False,True,True,b'Kev Walker',0.07
"Tezzeret, Artifice Master",Legendary Planeswalker,Tezzeret,Core Set 2019,Mythic Rare,5,Blue,True,False,True,True,b'Josh Hass',5.07
