id,names,supertypes,subtypes,set,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,artist,price,is_legendary
167,Centaur Courser,Creature,Centaur Warrior,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Vance Kovacs',0.01,FALSE
168,Elvish Reclaimer,Creature,Elf Warrior,Core Set 2020,Rare,1,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Victor Adame Minguez',1.35,FALSE
169,Feral Invocation,Enchantment,Aura,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',0.03,FALSE
170,Ferocious Pup,Creature,Wolf,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Rudy Siswanto',0.08,FALSE
171,Gargos Vicious Watcher,Creature,Hydra,Core Set 2020,Rare,6,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',1,TRUE
172,Gift of Paradise,Enchantment,Aura,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Ryan Pancoast',0.07,FALSE
173,Greenwood Sentinel,Creature,Elf Scout,Core Set 2020,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Johann Bodin',0.03,FALSE
174,Growth Cycle,Instant,None,Core Set 2020,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Svetlin Velinov',0.07,FALSE
175,Healer of the Glade,Creature,Elemental,Core Set 2020,Common,1,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Daarken',0.09,FALSE
176,Howling Giant,Creature,Giant Druid,Core Set 2020,Uncommon,7,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Grzegorz Rutkowski',0.08,FALSE
177,Leafkin Druid,Creature,Elemental Druid,Core Set 2020,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.13,FALSE
178,Leyline of Abundance,Enchantment,None,Core Set 2020,Rare,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Noah Bradley',1.2,FALSE
179,Loaming Shaman,Creature,Centaur Shaman,Core Set 2020,Uncommon,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Carl Critchlow',0.09,FALSE
180,Mammoth Spider,Creature,Spider,Core Set 2020,Common,5,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lars Grant-West',0.05,FALSE
181,Might of the Masses,Instant,None,Core Set 2020,Uncommon,1,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Johann Bodin',0.08,FALSE
182,Natural End,Instant,None,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Scott Chou',0.05,FALSE
183,Netcaster Spider,Creature,Spider,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Yohann Schepacz',0.03,FALSE
184,Nightpack Ambusher,Creature,Wolf,Core Set 2020,Rare,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Dan Scott',0.31,FALSE
185,Overcome,Sorcery,None,Core Set 2020,Uncommon,5,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Craig J Spearing',0.04,FALSE
186,Overgrowth Elemental,Creature,Elemental,Core Set 2020,Uncommon,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',0.12,FALSE
187,Plummet,Instant,None,Core Set 2020,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.04,FALSE
188,Pulse of Murasa,Instant,None,Core Set 2020,Uncommon,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Matt Stewart',0.09,FALSE
189,Rabid Bite,Sorcery,None,Core Set 2020,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Karl Kopinski',0.06,FALSE
190,Season of Growth,Enchantment,None,Core Set 2020,Uncommon,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Randy Vargas',0.96,FALSE
191,Sedge Scorpion,Creature,Scorpion,Core Set 2020,Common,1,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Stanko',0.07,FALSE
192,Shared Summons,Instant,None,Core Set 2020,Rare,5,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Aaron Miller',1.48,FALSE
193,Shifting Ceratops,Creature,Dinosaur,Core Set 2020,Rare,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Izzy',0.4,FALSE
194,Silverback Shaman,Creature,Ape Shaman,Core Set 2020,Common,5,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',0.06,FALSE
195,Thicket Crasher,Creature,Elemental Rhino,Core Set 2020,Common,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',0.05,FALSE
196,Thrashing Brontodon,Creature,Dinosaur,Core Set 2020,Uncommon,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jakub Kasper',0.07,FALSE
197,Veil of Summer,Instant,None,Core Set 2020,Uncommon,1,Green,Legal,Banned,Legal,Legal,Legal,TRUE,b'Lake Hurwitz',7.93,FALSE
198,Vivien Arkbow Ranger,Planeswalker,Vivien,Core Set 2020,Mythic Rare,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Yongjae Choi',6.47,TRUE
199,Voracious Hydra,Creature,Hydra,Core Set 2020,Rare,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Wayne Reynolds',4.95,FALSE
200,Vorstclaw,Creature,Elemental Horror,Core Set 2020,Common,6,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lucas Graciano',0.03,FALSE
201,Wakeroot Elemental,Creature,Elemental,Core Set 2020,Rare,6,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.19,FALSE
202,Wolfkin Bond,Enchantment,Aura,Core Set 2020,Common,5,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lindsey Look',0.04,FALSE
203,Wolfrider's Saddle,Artifact,Equipment,Core Set 2020,Uncommon,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Raoul Vitale',0.09,FALSE
204,Woodland Champion,Creature,Elf Scout,Core Set 2020,Uncommon,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,b'Randy Vargas',0.12,FALSE
205,Corpse Knight,Creature,Zombie Knight,Core Set 2020,Uncommon,2,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Karl Kopinski',0.23,FALSE
206,Creeping Trailblazer,Creature,Elemental,Core Set 2020,Uncommon,2,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Johan Grenier',0.16,FALSE
207,Empyrean Eagle,Creature,Bird Spirit,Core Set 2020,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jason A. Engle',0.4,FALSE
208,Ironroot Warlord,Creature,Treefolk Soldier,Core Set 2020,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.09,FALSE
209,Kaalia Zenith Seeker,Creature,Human Cleric,Core Set 2020,Mythic Rare,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Yongjae Choi',1.43,TRUE
210,Kethis the Hidden Hand,Creature,Elf Advisor,Core Set 2020,Mythic Rare,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Yongjae Choi',2.1,TRUE
211,Kykar Wind's Fury,Creature,Bird Wizard,Core Set 2020,Mythic Rare,4,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'G-host Lee',2.53,TRUE
212,Lightning Stormkin,Creature,Elemental Wizard,Core Set 2020,Uncommon,2,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Rudy Siswanto',0.1,FALSE
213,Moldervine Reclamation,Enchantment,None,Core Set 2020,Uncommon,5,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Antonio Jos\xc3\xa9 Manzanedo',0.19,FALSE
214,Ogre Siegebreaker,Creature,Ogre Berserker,Core Set 2020,Uncommon,4,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Zoltan Boros',0.09,FALSE
215,Omnath Locus of the Roil,Creature,Elemental,Core Set 2020,Mythic Rare,4,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lius Lasahido',3.58,TRUE
216,Risen Reef,Creature,Elemental,Core Set 2020,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Johan Grenier',0.42,FALSE
217,Skyknight Vanguard,Creature,Human Knight,Core Set 2020,Uncommon,2,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Bayard Wu',0.1,FALSE
218,Tomebound Lich,Creature,Zombie Wizard,Core Set 2020,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Cristi Balanescu',0.17,FALSE
219,Yarok the Desecrated,Creature,Elemental Horror,Core Set 2020,Mythic Rare,5,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Daarken',9.24,TRUE
220,Anvilwrought Raptor,Artifact Creature,Bird,Core Set 2020,Common,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'James Zapata',0.05,FALSE
221,Bag of Holding,Artifact,None,Core Set 2020,Rare,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Dmitry Burmak',0.35,FALSE
222,Colossus Hammer,Artifact,Equipment,Core Set 2020,Uncommon,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Dmitry Burmak',0.26,FALSE
223,Diamond Knight,Artifact Creature,Knight,Core Set 2020,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Alayna Danner',0.13,FALSE
224,Diviner's Lockbox,Artifact,None,Core Set 2020,Uncommon,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lake Hurwitz',0.06,FALSE
225,Golos Tireless Pilgrim,Artifact Creature,Scout,Core Set 2020,Rare,5,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Joseph Meehan',3.81,TRUE
226,Grafdigger's Cage,Artifact,None,Core Set 2020,Rare,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',1.92,FALSE
227,Heart-Piercer Bow,Artifact,Equipment,Core Set 2020,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Franz Vohwinkel',0.05,FALSE
228,Icon of Ancestry,Artifact,None,Core Set 2020,Rare,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Chris Seaman',1.67,FALSE
229,Manifold Key,Artifact,None,Core Set 2020,Uncommon,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lake Hurwitz',0.44,FALSE
230,Marauder's Axe,Artifact,Equipment,Core Set 2020,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mitchell Malloy',0.03,FALSE
231,Meteor Golem,Artifact Creature,Golem,Core Set 2020,Uncommon,7,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lake Hurwitz',0.11,FALSE
232,Mystic Forge,Artifact,None,Core Set 2020,Rare,4,Colorless,Legal,Legal,Legal,Restrict.,Legal,TRUE,b'Titus Lunter',3.19,FALSE
233,Pattern Matcher,Artifact Creature,Golem,Core Set 2020,Uncommon,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jesper Ejsing',0.08,FALSE
234,Prismite,Artifact Creature,Golem,Core Set 2020,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Alayna Danner',0.07,FALSE
235,Retributive Wand,Artifact,None,Core Set 2020,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Zezhou Chen',0.09,FALSE
236,Salvager of Ruin,Artifact Creature,Construct,Core Set 2020,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'James Paick',0.1,FALSE
237,Scuttlemutt,Artifact Creature,Scarecrow,Core Set 2020,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jeremy Jarvis',0.09,FALSE
238,Steel Overseer,Artifact Creature,Construct,Core Set 2020,Rare,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Chris Rahn',1.99,FALSE
239,Stone Golem,Artifact Creature,Golem,Core Set 2020,Common,5,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Martina Pilcerova',0.03,FALSE
240,Vial of Dragonfire,Artifact,None,Core Set 2020,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Franz Vohwinkel',0.06,FALSE
241,Bloodfell Caves,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.07,FALSE
242,Blossoming Sands,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.12,FALSE
243,Cryptic Caves,Land,None,Core Set 2020,Uncommon,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sung Choi',0.11,FALSE
244,Dismal Backwater,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.12,FALSE
245,Evolving Wilds,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Steven Belledin',0.09,FALSE
246,Field of the Dead,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Banned,Legal,Legal,Legal,TRUE,b'Kev Walker',8.03,FALSE
247,Jungle Hollow,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.11,FALSE
248,Lotus Field,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',6,FALSE
249,Rugged Highlands,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.1,FALSE
250,Scoured Barrens,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.12,FALSE
251,Swiftwater Cliffs,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.1,FALSE
252,Temple of Epiphany,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',1.48,FALSE
253,Temple of Malady,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Titus Lunter',0.61,FALSE
254,Temple of Mystery,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Piotr Dura',0.91,FALSE
255,Temple of Silence,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',1.02,FALSE
256,Temple of Triumph,Land,None,Core Set 2020,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Piotr Dura',0.64,FALSE
257,Thornwood Falls,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.08,FALSE
258,Tranquil Cove,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.09,FALSE
259,Wind-Scarred Crag,Land,None,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eytan Zana',0.09,FALSE
260,Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.17,FALSE
261,Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Zoltan Boros',0.07,FALSE
262,Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Nils Hamm',0.08,FALSE
263,Plains,Basic Land,Plains,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Andreas Rocha',0.08,FALSE
264,Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'John Avon',0.36,FALSE
265,Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Babyson Chen',0.08,FALSE
266,Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Cliff Childs',0.09,FALSE
267,Island,Basic Land,Island,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Andreas Rocha',0.11,FALSE
268,Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mike Bierek',0.28,FALSE
269,Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Cliff Childs',0.13,FALSE
270,Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jonas De Ro',0.09,FALSE
271,Swamp,Basic Land,Swamp,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jonas De Ro',0.09,FALSE
272,Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.23,FALSE
273,Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Karl Kopinski',0.09,FALSE
274,Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.08,FALSE
275,Mountain,Basic Land,Mountain,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Andreas Rocha',0.11,FALSE
276,Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Volkan Ba\xc7\xb5a',0.26,FALSE
277,Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Steven Belledin',0.13,FALSE
278,Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jim Nelson',0.1,FALSE
279,Forest,Basic Land,Forest,Core Set 2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.08,FALSE
280,Rienne Angel of Rebirth,Creature,Angel,Core Set 2020,Mythic Rare,5,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,b'Kieran Yanner',0.51,TRUE
281,Ajani Inspiring Leader,Planeswalker,Ajani,Core Set 2020,Mythic Rare,6,White,Legal,Legal,Legal,Legal,Legal,FALSE,b'Yongjae Choi',5.65,TRUE
282,Goldmane Griffin,Creature,Griffin,Core Set 2020,Rare,5,White,Legal,Legal,Legal,Legal,Legal,FALSE,b'Paul Scott Canavan',0.3,FALSE
283,Savannah Sage,Creature,Cat Cleric,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,FALSE,b'Bayard Wu',0.16,FALSE
284,Twinblade Paladin,Creature,Human Knight,Core Set 2020,Uncommon,4,White,Legal,Legal,Legal,Legal,Legal,FALSE,b'Jana Schirmer',4.52,FALSE
285,Mu Yanling Celestial Wind,Planeswalker,Yanling,Core Set 2020,Mythic Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,b'Yongjae Choi',2.05,TRUE
286,Celestial Messenger,Creature,Bird Spirit,Core Set 2020,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,b'Daniel Ljunggren',0.14,FALSE
287,Waterkin Shaman,Creature,Elemental Shaman,Core Set 2020,Uncommon,2,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,b'Yeong-Hao Han',0.16,FALSE
288,Yanling's Harbinger,Creature,Bird,Core Set 2020,Rare,5,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,b'Zezhou Chen',0.25,FALSE
289,Sorin Vampire Lord,Planeswalker,Sorin,Core Set 2020,Mythic Rare,6,Black,Legal,Legal,Legal,Legal,Legal,FALSE,b'Chris Rallis',5.72,TRUE
290,Savage Gorger,Creature,Vampire,Core Set 2020,Common,3,Black,Legal,Legal,Legal,Legal,Legal,FALSE,b'Antonio Jos\xc3\xa9 Manzanedo',0.23,FALSE
291,Sorin's Guide,Creature,Vampire,Core Set 2020,Rare,5,Black,Legal,Legal,Legal,Legal,Legal,FALSE,b'Jason Rainville',0.35,FALSE
292,Thirsting Bloodlord,Creature,Vampire,Core Set 2020,Uncommon,4,Black,Legal,Legal,Legal,Legal,Legal,FALSE,b'Joseph Meehan',2.69,FALSE
293,Chandra Flame's Fury,Planeswalker,Chandra,Core Set 2020,Mythic Rare,6,Red,Legal,Legal,Legal,Legal,Legal,FALSE,b'Magali Villeneuve',4.36,TRUE
294,Chandra's Flame Wave,Sorcery,None,Core Set 2020,Rare,5,Red,Legal,Legal,Legal,Legal,Legal,FALSE,b'Paul Scott Canavan',0.33,FALSE
295,Pyroclastic Elemental,Creature,Elemental,Core Set 2020,Uncommon,5,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Svetlin Velinov',0.2,FALSE
296,Wildfire Elemental,Creature,Elemental,Core Set 2020,Common,4,Red,Legal,Legal,Legal,Legal,Legal,FALSE,b'Svetlin Velinov',0.24,FALSE
297,Vivien Nature's Avenger,Planeswalker,Vivien,Core Set 2020,Mythic Rare,6,Green,Legal,Legal,Legal,Legal,Legal,FALSE,b'Chris Rallis',3.1,TRUE
298,Ethereal Elk,Creature,Elk Spirit,Core Set 2020,Rare,5,Green,Legal,Legal,Legal,Legal,Legal,FALSE,b'Jason Felix',0.26,FALSE
299,Gnarlback Rhino,Creature,Rhino,Core Set 2020,Uncommon,4,Green,Legal,Legal,Legal,Legal,Legal,FALSE,b'YW Tang',0.4,FALSE
300,Vivien's Crocodile,Creature,Crocodile Spirit,Core Set 2020,Common,3,Green,Legal,Legal,Legal,Legal,Legal,FALSE,b'Bayard Wu',0.1,FALSE
301,Angelic Guardian,Creature,Angel,Core Set 2020,Rare,6,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sara Winters',5.42,FALSE
302,Bastion Enforcer,Creature,Dwarf Soldier,Core Set 2020,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Matt Stewart',0.32,FALSE
303,Concordia Pegasus,Creature,Pegasus,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Chris Rahn',0.18,FALSE
304,Haazda Officer,Creature,Human Soldier,Core Set 2020,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Aaron Miller',0.11,FALSE
305,Impassioned Orator,Creature,Human Cleric,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Mark Zug',0.26,FALSE
306,Imperial Outrider,Creature,Human Knight,Core Set 2020,Common,4,White,Legal,Legal,Legal,Legal,Legal,FALSE,b'Scott Murphy',1.39,FALSE
307,Ironclad Krovod,Creature,Beast,Core Set 2020,Common,4,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Rowan',0.68,FALSE
308,Prowling Caracal,Creature,Cat,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jonathan Kuo',0.11,FALSE
309,Serra's Guardian,Creature,Angel,Core Set 2020,Rare,6,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Magali Villeneuve',0.26,FALSE
310,Show of Valor,Instant,None,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Micah Epstein',0.33,FALSE
311,Siege Mastodon,Creature,Elephant,Core Set 2020,Common,5,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Matt Cavotta',0.86,FALSE
312,Take Vengeance,Sorcery,None,Core Set 2020,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Randy Vargas',0.57,FALSE
313,Trusted Pegasus,Creature,Pegasus,Core Set 2020,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,b'Chris Rahn',0.18,FALSE
314,Coral Merfolk,Creature,Merfolk,Core Set 2020,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Lie Setiawan',0.85,FALSE
315,Phantom Warrior,Creature,Illusion Warrior,Core Set 2020,Common,3,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Anna Podedworna',2.16,FALSE
316,Riddlemaster Sphinx,Creature,Sphinx,Core Set 2020,Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Ryan Yee',0.22,FALSE
317,Snapping Drake,Creature,Drake,Core Set 2020,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Todd Lockwood',0.94,FALSE
318,Bartizan Bats,Creature,Bat,Core Set 2020,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Nils Hamm',0.27,FALSE
319,Bogstomper,Creature,Beast,Core Set 2020,Common,6,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jason Felix',1.19,FALSE
320,Dark Remedy,Instant,None,Core Set 2020,Common,2,Black,Legal,Legal,Legal,Legal,Legal,FALSE,b'Svetlin Velinov',0.17,FALSE
321,Disentomb,Sorcery,None,Core Set 2020,Common,1,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Johann Bodin',1.37,FALSE
322,Gravewaker,Creature,Bird Spirit,Core Set 2020,Rare,6,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.24,FALSE
323,Skeleton Archer,Creature,Skeleton Archer,Core Set 2020,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Randy Vargas',0.78,FALSE
324,Sorin's Thirst,Instant,None,Core Set 2020,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Karl Kopinski',0.12,FALSE
325,Vampire Opportunist,Creature,Vampire,Core Set 2020,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jason Rainville',0.11,FALSE
326,Walking Corpse,Creature,Zombie,Core Set 2020,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,b'Igor Kieryluk',0.27,FALSE
327,Engulfing Eruption,Sorcery,None,Core Set 2020,Common,4,Red,Legal,Legal,Legal,Legal,Legal,FALSE,b'Sidharth Chaturvedi',0.33,FALSE
328,Fearless Halberdier,Creature,Human Warrior,Core Set 2020,Common,3,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Suzanne Helmigh',0.12,FALSE
329,Goblin Assailant,Creature,Goblin Warrior,Core Set 2020,Common,2,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Jesper Ejsing',0.12,FALSE
330,Hostile Minotaur,Creature,Minotaur,Core Set 2020,Common,4,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Joe Slucher',0.59,FALSE
331,Immortal Phoenix,Creature,Phoenix,Core Set 2020,Rare,6,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Daarken',1.22,FALSE
332,Nimble Birdsticker,Creature,Goblin,Core Set 2020,Common,3,Red,Legal,Legal,Legal,Legal,Legal,FALSE,b'Anna Podedworna',1.26,FALSE
333,Rubblebelt Recluse,Creature,Ogre Berserker,Core Set 2020,Common,5,Red,Legal,Legal,Legal,Legal,Legal,TRUE,b'Zoltan Boros',1.21,FALSE
