id,names,supertypes,MAX(set_year),rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary,edhrec
214,Ogre Siegebreaker,Creature,2019,Uncommon,4,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,38
215,Omnath Locus of the Roil,Creature,2019,Mythic Rare,4,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,3.58,TRUE,774
216,Risen Reef,Creature,2019,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,0.42,FALSE,4975
217,Skyknight Vanguard,Creature,2019,Uncommon,2,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,910
218,Tomebound Lich,Creature,2019,Uncommon,3,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,1180
219,Yarok the Desecrated,Creature,2019,Mythic Rare,5,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,9.24,TRUE,1958
220,Anvilwrought Raptor,Artifact Creature,2019,Common,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,54
221,Bag of Holding,Artifact,2019,Rare,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,2607
222,Colossus Hammer,Artifact,2019,Uncommon,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,2895
223,Diamond Knight,Artifact Creature,2019,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,239
224,Diviner's Lockbox,Artifact,2019,Uncommon,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.06,FALSE,32
225,Golos Tireless Pilgrim,Artifact Creature,2019,Rare,5,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,3.81,TRUE,2390
226,Grafdigger's Cage,Artifact,2019,Rare,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,1.92,FALSE,5614
227,Heart-Piercer Bow,Artifact,2019,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,137
228,Icon of Ancestry,Artifact,2019,Rare,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,1.67,FALSE,5866
229,Manifold Key,Artifact,2019,Uncommon,1,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.44,FALSE,4219
230,Marauder's Axe,Artifact,2019,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,265
231,Meteor Golem,Artifact Creature,2019,Uncommon,7,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,10750
232,Mystic Forge,Artifact,2019,Rare,4,Colorless,Legal,Legal,Legal,Restrict.,Legal,TRUE,3.19,FALSE,5653
233,Pattern Matcher,Artifact Creature,2019,Uncommon,4,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,35
234,Prismite,Artifact Creature,2019,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,352
235,Retributive Wand,Artifact,2019,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,107
236,Salvager of Ruin,Artifact Creature,2019,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,630
237,Scuttlemutt,Artifact Creature,2019,Uncommon,3,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,1956
238,Steel Overseer,Artifact Creature,2019,Rare,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,1.99,FALSE,2202
239,Stone Golem,Artifact Creature,2019,Common,5,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,24
240,Vial of Dragonfire,Artifact,2019,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.06,FALSE,50
241,Bloodfell Caves,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,14125
242,Blossoming Sands,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,13543
243,Cryptic Caves,Land,2019,Uncommon,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,3175
244,Dismal Backwater,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,17209
245,Evolving Wilds,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,135080
246,Field of the Dead,Land,2019,Rare,0,Colorless,Legal,Banned,Legal,Legal,Legal,TRUE,8.03,FALSE,11156
247,Jungle Hollow,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,16589
248,Lotus Field,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,6,FALSE,5214
249,Rugged Highlands,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,10825
250,Scoured Barrens,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,18235
251,Swiftwater Cliffs,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,18371
252,Temple of Epiphany,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,1.48,FALSE,18802
253,Temple of Malady,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.61,FALSE,17513
254,Temple of Mystery,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.91,FALSE,23314
255,Temple of Silence,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,1.02,FALSE,19695
256,Temple of Triumph,Land,2019,Rare,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.64,FALSE,18047
257,Thornwood Falls,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,17516
258,Tranquil Cove,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,15663
259,Wind-Scarred Crag,Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,14532
260,Plains,Basic Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,157511
264,Island,Basic Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.36,FALSE,182057
268,Swamp,Basic Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,176886
272,Mountain,Basic Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,161978
276,Forest,Basic Land,2020,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,170170
280,Rienne Angel of Rebirth,Creature,2019,Mythic Rare,5,Gold,Legal,Legal,Legal,Legal,Legal,TRUE,0.51,TRUE,377
281,Ajani Inspiring Leader,Planeswalker,2019,Mythic Rare,6,White,Legal,Legal,Legal,Legal,Legal,FALSE,5.65,TRUE,238
282,Goldmane Griffin,Creature,2019,Rare,5,White,Legal,Legal,Legal,Legal,Legal,FALSE,0.3,FALSE,38
283,Savannah Sage,Creature,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,28
284,Twinblade Paladin,Creature,2019,Uncommon,4,White,Legal,Legal,Legal,Legal,Legal,FALSE,4.52,FALSE,396
285,Mu Yanling Celestial Wind,Planeswalker,2019,Mythic Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,2.05,TRUE,55
286,Celestial Messenger,Creature,2019,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,13
287,Waterkin Shaman,Creature,2019,Uncommon,2,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,5
288,Yanling's Harbinger,Creature,2019,Rare,5,Blue,Legal,Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,15
289,Sorin Vampire Lord,Planeswalker,2019,Mythic Rare,6,Black,Legal,Legal,Legal,Legal,Legal,FALSE,5.72,TRUE,136
290,Savage Gorger,Creature,2019,Common,3,Black,Legal,Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,64
291,Sorin's Guide,Creature,2019,Rare,5,Black,Legal,Legal,Legal,Legal,Legal,FALSE,0.35,FALSE,33
292,Thirsting Bloodlord,Creature,2019,Uncommon,4,Black,Legal,Legal,Legal,Legal,Legal,FALSE,2.69,FALSE,252
293,Chandra Flame's Fury,Planeswalker,2019,Mythic Rare,6,Red,Legal,Legal,Legal,Legal,Legal,FALSE,4.36,TRUE,218
294,Chandra's Flame Wave,Sorcery,2019,Rare,5,Red,Legal,Legal,Legal,Legal,Legal,FALSE,0.33,FALSE,109
295,Pyroclastic Elemental,Creature,2019,Uncommon,5,Red,Legal,Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,26
296,Wildfire Elemental,Creature,2019,Common,4,Red,Legal,Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,45
297,Vivien Nature's Avenger,Planeswalker,2019,Mythic Rare,6,Green,Legal,Legal,Legal,Legal,Legal,FALSE,3.1,TRUE,150
298,Ethereal Elk,Creature,2019,Rare,5,Green,Legal,Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,26
299,Gnarlback Rhino,Creature,2019,Uncommon,4,Green,Legal,Legal,Legal,Legal,Legal,FALSE,0.4,FALSE,100
300,Vivien's Crocodile,Creature,2019,Common,3,Green,Legal,Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,3
301,Angelic Guardian,Creature,2019,Rare,6,White,Legal,Legal,Legal,Legal,Legal,TRUE,5.42,FALSE,445
302,Bastion Enforcer,Creature,2019,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,37
303,Concordia Pegasus,Creature,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,80
304,Haazda Officer,Creature,2019,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,20
305,Impassioned Orator,Creature,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,1071
306,Imperial Outrider,Creature,2019,Common,4,White,Legal,Legal,Legal,Legal,Legal,FALSE,1.39,FALSE,3
307,Ironclad Krovod,Creature,2019,Common,4,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.68,FALSE,14
308,Prowling Caracal,Creature,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,42
309,Serra's Guardian,Creature,2019,Rare,6,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,1032
310,Show of Valor,Instant,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,58
311,Siege Mastodon,Creature,2019,Common,5,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.86,FALSE,17
312,Take Vengeance,Sorcery,2019,Common,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.57,FALSE,238
313,Trusted Pegasus,Creature,2019,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,99
314,Coral Merfolk,Creature,2019,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.85,FALSE,31
315,Phantom Warrior,Creature,2019,Common,3,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,2.16,FALSE,272
316,Riddlemaster Sphinx,Creature,2019,Rare,6,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,361
317,Snapping Drake,Creature,2019,Common,4,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.94,FALSE,20
318,Bartizan Bats,Creature,2019,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,13
319,Bogstomper,Creature,2019,Common,6,Black,Legal,Legal,Legal,Legal,Legal,TRUE,1.19,FALSE,12
320,Dark Remedy,Instant,2019,Common,2,Black,Legal,Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,7
321,Disentomb,Sorcery,2019,Common,1,Black,Legal,Legal,Legal,Legal,Legal,TRUE,1.37,FALSE,571
322,Gravewaker,Creature,2019,Rare,6,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,383
323,Skeleton Archer,Creature,2019,Common,4,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.78,FALSE,65
324,Sorin's Thirst,Instant,2019,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,176
325,Vampire Opportunist,Creature,2019,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,75
326,Walking Corpse,Creature,2019,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,72
327,Engulfing Eruption,Sorcery,2019,Common,4,Red,Legal,Legal,Legal,Legal,Legal,FALSE,0.33,FALSE,13
328,Fearless Halberdier,Creature,2019,Common,3,Red,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,11
329,Goblin Assailant,Creature,2019,Common,2,Red,Legal,Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,48
330,Hostile Minotaur,Creature,2019,Common,4,Red,Legal,Legal,Legal,Legal,Legal,TRUE,0.59,FALSE,58
331,Immortal Phoenix,Creature,2019,Rare,6,Red,Legal,Legal,Legal,Legal,Legal,TRUE,1.22,FALSE,123
332,Nimble Birdsticker,Creature,2019,Common,3,Red,Legal,Legal,Legal,Legal,Legal,FALSE,1.26,FALSE,7
333,Rubblebelt Recluse,Creature,2019,Common,5,Red,Legal,Legal,Legal,Legal,Legal,TRUE,1.21,FALSE,33
334,Shivan Dragon,Creature,2019,Rare,6,Red,Legal,Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,802
335,Volcanic Dragon,Creature,2019,Uncommon,6,Red,Legal,Legal,Legal,Legal,Legal,TRUE,2.4,FALSE,238
336,Aggressive Mammoth,Creature,2019,Rare,6,Green,Legal,Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,1610
337,Bristling Boar,Creature,2020,Common,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,1.35,FALSE,61
338,Canopy Spider,Creature,2019,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,0.6,FALSE,171
339,Frilled Sandwalla,Creature,2019,Common,1,Green,Legal,Legal,Legal,Legal,Legal,TRUE,1.47,FALSE,26
340,Oakenform,Enchantment,2019,Common,3,Green,Legal,Legal,Legal,Legal,Legal,TRUE,1.29,FALSE,171
341,Prized Unicorn,Creature,2019,Common,4,Green,Legal,Legal,Legal,Legal,Legal,TRUE,1.36,FALSE,173
342,Titanic Growth,Instant,2019,Common,2,Green,Legal,Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,645
343,Woodland Mystic,Creature,2019,Common,2,Green,Legal,Legal,Legal,Legal,Legal,FALSE,3.04,FALSE,56
344,Aegis of the Heavens,Instant,2018,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,291
345,Aethershield Artificer,Creature,2018,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,613
346,Ajani Adversary of Tyrants,Planeswalker,2018,Mythic Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,4.05,TRUE,1419
347,Ajani's Last Stand,Enchantment,2018,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,93
348,Ajani's Pridemate,Creature,2019,Uncommon,2,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,3990
349,Ajani's Welcome,Enchantment,2018,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.5,FALSE,2408
350,Angel of the Dawn,Creature,2018,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,153
351,Cavalry Drillmaster,Creature,2018,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,59
352,Cleansing Nova,Sorcery,2018,Rare,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.85,FALSE,10699
354,Dwarven Priest,Creature,2018,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.06,FALSE,189
355,Gallant Cavalry,Creature,2018,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,343
356,Herald of Faith,Creature,2018,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,160
357,Hieromancer's Cage,Enchantment,2018,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,306
359,Invoke the Divine,Instant,2018,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,1520
360,Isolate,Instant,2018,Rare,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,65
361,Knight of the Tusk,Creature,2018,Common,6,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,36
362,Knight's Pledge,Enchantment,2018,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,132
363,Knightly Valor,Enchantment,2018,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,205
364,Lena Selfless Champion,Creature,2018,Rare,6,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,TRUE,1172
365,Leonin Vanguard,Creature,2018,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,447
366,Leonin Warleader,Creature,2018,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,2.11,FALSE,2593
367,Loxodon Line Breaker,Creature,2018,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,15
368,Luminous Bonds,Enchantment,2018,Common,3,White,Legal,Legal,Legal,Legal,Legal,TRUE,0.02,FALSE,533
369,Make a Stand,Instant,2018,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,3519
370,Mentor of the Meek,Creature,2018,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.74,FALSE,17678
371,Mighty Leap,Instant,2018,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.02,FALSE,278
372,Militia Bugler,Creature,2018,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,987
373,Novice Knight,Creature,2018,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,262
374,Oreskos Swiftclaw,Creature,2018,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,168
375,Pegasus Courser,Creature,2018,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.02,FALSE,125
376,Remorseful Cleric,Creature,2018,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.75,FALSE,2215
377,Resplendent Angel,Creature,2018,Mythic Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,12.83,FALSE,3041
378,Revitalize,Instant,2018,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,489
379,Rustwing Falcon,Creature,2018,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,265
380,Shield Mare,Creature,2018,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,78
381,Star-Crowned Stag,Creature,2018,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.01,FALSE,32
382,Suncleanser,Creature,2018,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,199
384,Trusty Packbeast,Creature,2018,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,457
385,Valiant Knight,Creature,2018,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,1457
386,Aether Tunnel,Enchantment,2018,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.19,FALSE,1229
388,Aven Wind Mage,Creature,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,275
389,Aviation Pioneer,Creature,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,144
391,Cancel,Instant,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,7303
392,Departed Deckhand,Creature,2018,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,697
393,Disperse,Instant,2018,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,876
394,Divination,Sorcery,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,2760
395,Djinn of Wishes,Creature,2018,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,1133
396,Dwindle,Enchantment,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,55
397,Essence Scatter,Instant,2020,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,3461
398,Exclusion Mage,Creature,2018,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,1411
400,Gearsmith Prodigy,Creature,2018,Common,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,31
401,Ghostform,Sorcery,2018,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,260
402,Horizon Scholar,Creature,2018,Uncommon,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,292
403,Metamorphic Alteration,Enchantment,2018,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.27,FALSE,654
404,Mirror Image,Creature,2018,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,1894
405,Mistcaller,Creature,2018,Rare,1,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,627
406,Mystic Archaeologist,Creature,2018,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,305
407,Omenspeaker,Creature,2018,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,1028
408,Omniscience,Enchantment,2018,Mythic Rare,10,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,17.38,FALSE,10070
409,One with the Machine,Sorcery,2018,Rare,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,2302
410,Patient Rebuilding,Enchantment,2018,Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.44,FALSE,1949
411,Psychic Corrosion,Enchantment,2018,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.33,FALSE,5053
412,Sai Master Thopterist,Creature,2018,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,3.32,TRUE,7719
413,Salvager of Secrets,Creature,2018,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,1392
414,Scholar of Stars,Creature,2018,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.02,FALSE,39
415,Sift,Sorcery,2018,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,394
416,Skilled Animator,Creature,2018,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,136
417,Sleep,Sorcery,2018,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,1961
419,Supreme Phantom,Creature,2018,Rare,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.71,FALSE,501
420,Surge Mare,Creature,2018,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,118
421,Switcheroo,Sorcery,2018,Uncommon,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,587
422,Tezzeret Artifice Master,Planeswalker,2018,Mythic Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,6.42,TRUE,5626
423,Tolarian Scholar,Creature,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.02,FALSE,20
424,Totally Lost,Instant,2019,Common,5,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,229
425,Uncomfortable Chill,Instant,2018,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,77
426,Wall of Mist,Creature,2018,Common,2,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,978
427,Windreader Sphinx,Creature,2018,Rare,7,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,2579
428,Abnormal Endurance,Instant,2018,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,764
429,Blood Divination,Sorcery,2018,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,720
431,Bone Dragon,Creature,2018,Mythic Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.57,FALSE,240
432,Child of Night,Creature,2018,Common,2,Black,Legal,Legal,Legal,Legal,Legal,TRUE,0.06,FALSE,628
433,Death Baron,Creature,2018,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,3.11,FALSE,5032
434,Demon of Catastrophes,Creature,2018,Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.38,FALSE,1005
435,Diregraf Ghoul,Creature,2018,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,376
436,Doomed Dissenter,Creature,2018,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,2837
439,Fell Specter,Creature,2018,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,2192
440,Fraying Omnipotence,Sorcery,2018,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,1445
442,Graveyard Marshal,Creature,2018,Rare,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.44,FALSE,445
443,Hired Blade,Creature,2018,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,17
444,Infectious Horror,Creature,2018,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,224
445,Infernal Reckoning,Instant,2018,Rare,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,145
446,Infernal Scarring,Enchantment,2018,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.03,FALSE,159
447,Isareth the Awakener,Creature,2018,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.34,TRUE,784
448,Lich's Caress,Sorcery,2018,Common,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.04,FALSE,147
449,Liliana Untouched by Death,Planeswalker,2018,Mythic Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,4.11,TRUE,2008
450,Liliana's Contract,Enchantment,2018,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.52,FALSE,2991
451,Macabre Waltz,Sorcery,2018,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,805
